2026-06-22 18:03:52,092 INFO ORB session loop started
2026-06-22 18:03:53,211 INFO SELL QQQ x2 | order a639ade5-c43f-42a8-b786-61c210e4d262
2026-06-22 19:18:06,268 INFO MANAGING QQQ @ $736.01 | P&L $+1.94 | stop 744.02
2026-06-22 19:18:36,923 INFO MANAGING QQQ @ $736.09 | P&L $+1.78 | stop 744.02
2026-06-22 19:19:07,399 INFO MANAGING QQQ @ $736.17 | P&L $+1.61 | stop 744.02
2026-06-22 19:19:37,832 INFO MANAGING QQQ @ $736.33 | P&L $+1.30 | stop 744.02
2026-06-22 19:20:08,271 INFO MANAGING QQQ @ $736.03 | P&L $+1.90 | stop 744.02
2026-06-22 19:20:38,705 INFO MANAGING QQQ @ $736.22 | P&L $+1.52 | stop 744.02
2026-06-22 19:21:09,129 INFO MANAGING QQQ @ $735.99 | P&L $+1.99 | stop 744.02
2026-06-22 19:21:39,612 INFO MANAGING QQQ @ $735.65 | P&L $+2.66 | stop 744.02
2026-06-22 19:22:10,065 INFO MANAGING QQQ @ $735.64 | P&L $+2.68 | stop 744.02
2026-06-22 19:22:40,537 INFO MANAGING QQQ @ $735.52 | P&L $+2.92 | stop 744.02
2026-06-22 19:23:11,386 INFO MANAGING QQQ @ $735.63 | P&L $+2.70 | stop 744.02
2026-06-22 19:23:42,043 INFO MANAGING QQQ @ $735.50 | P&L $+2.97 | stop 744.02
2026-06-22 19:24:12,543 INFO MANAGING QQQ @ $735.59 | P&L $+2.79 | stop 744.02
2026-06-22 19:24:42,992 INFO MANAGING QQQ @ $735.74 | P&L $+2.48 | stop 744.02
2026-06-22 19:25:13,489 INFO MANAGING QQQ @ $735.75 | P&L $+2.45 | stop 744.02
2026-06-22 19:25:43,945 INFO MANAGING QQQ @ $735.61 | P&L $+2.74 | stop 744.02
2026-06-22 19:26:14,394 INFO MANAGING QQQ @ $735.65 | P&L $+2.66 | stop 744.02
2026-06-22 19:26:44,808 INFO MANAGING QQQ @ $735.56 | P&L $+2.84 | stop 744.02
